ge_ect	ge_end	ge_mes	gene_type
-2.06	-6.1	-7.96	DifEct
-2.68	-8	-9.86	DifEct
-3.32	-6.33	-7.71	DifEct
-4.11	-7.78	-9.65	DifEct
-1.35	-6.57	-3.7	DifEct
3.73	-0.79	1.84	DifEct
-0.38	-7.32	-3.57	DifEct
-4.95	-7.62	-9.34	DifEct
-1.83	-6.55	-5.68	DifEct
-2.2	-4.74	-8.51	DifEct
-4.99	-7.47	-8.18	DifEct
-3.6	-7.52	-9.23	DifEct
-0.82	-4.08	-3.35	DifEct
-2.66	-8.6	-10.47	DifEct
-3.76	-7.24	-5.95	DifEct
-4.59	-7.51	-9.38	DifEct
-3.01	-5.93	-7.8	DifEct
-3.52	-6.95	-8.82	DifEct
1.99	-6.64	-0.88	DifEct
-2.36	-6.35	-8.22	DifEct
-2.44	-7.38	-5.01	DifEct
-1	-6.57	-6.7	DifEct
-4.57	-8	-8.71	DifEct
-0.44	-5.91	-7.62	DifEct
-3.52	-7.65	-7.36	DifEct
-0.9	-5.09	-5.81	DifEct
-1.16	-6.43	-2.92	DifEct
-2.96	-6.15	-6.87	DifEct
-2.46	-6.26	-8.13	DifEct
-1.3	-7.46	-5.85	DifEct
-3.53	-6.73	-5.64	DifEct
-3.21	-6.05	-7.92	DifEct
-2.56	-7.71	-5.51	DifEct
-0.81	-5.48	-7.35	DifEct
1.67	-1.5	0.19	DifEct
-3.53	-6.45	-8.32	DifEct
-1.17	-6.67	-7.38	DifEct
-0.57	-3.44	-4.5	DifEct
-2.65	-5.91	-10.25	DifEct
-4.25	-8.09	-5.8	DifEct
-1.93	-4.85	-8.45	DifEct
-1.16	-4.29	-6.33	DifEct
-2.08	-6.87	-4.49	DifEct
-1.21	-7.74	-9.6	DifEct
-5.03	-7.87	-6.41	DifEct
-3.53	-7.53	-9.39	DifEct
-2.35	-7.95	-5.75	DifEct
-0.35	-7.31	-5.32	DifEct
-4.76	-8.96	-8.09	DifEct
-2.66	-6.54	-8.4	DifEct
-4.07	-7.5	-9.37	DifEct
0.5	-4.26	-9.6	DifEct
-2.53	-7.11	-8.98	DifEct
-3.53	-7.76	-9.62	DifEct
0.11	-7.55	-3.81	DifEct
-2.76	-6.34	-8.21	DifEct
-3.39	-8.09	-9.8	DifEct
-4.07	-10.21	-5.97	DifEct
-2.14	-6.88	-8.75	DifEct
-1.21	-7.17	-3.95	DifEct
-3.21	-7.58	-9.3	DifEct
-0.17	-3.27	-1.82	DifEct
-2.74	-6.74	-8.61	DifEct
-1.28	-7.76	-4.52	DifEct
-2.26	-6.14	-8.01	DifEct
-2.9	-7.33	-9.19	DifEct
1.09	-5.67	-7.53	DifEct
-2.18	-5.81	-7.67	DifEct
-2.54	-5.8	-7.67	DifEct
-3.05	-7.08	-8.95	DifEct
-2.2	-7	-8.87	DifEct
-2.28	-7.55	-5.57	DifEct
0.27	-6.4	-2.66	DifEct
-0.54	-4.04	-3.3	DifEct
-2.28	-7.12	-4.14	DifEct
-4.51	-6.99	-8.86	DifEct
-2.77	-6.3	-8.17	DifEct
-1.86	-7.27	-5.99	DifEct
0.43	-2.49	-2.62	DifEct
-1.68	-8.14	-5.68	DifEct
-0.23	-7.35	-4.9	DifEct
-4.09	-6.57	-8.44	DifEct
-3.78	-6.63	-8.49	DifEct
-2.45	-7.74	-9.61	DifEct
-4.71	-9.06	-6.45	DifEct
-3.29	-8.6	-7.31	DifEct
-2.77	-7.44	-9.31	DifEct
-2.65	-5.93	-7.95	DifEct
-3.51	-7.35	-9.22	DifEct
-0.94	-3.62	-6.3	DifEct
-3.67	-6.66	-8.53	DifEct
-3.92	-6.5	-5.89	DifEct
0.25	-2.18	-1.21	DifEct
8.63	4.53	3.47	DifEct
2.62	-0.16	-2.09	DifEct
0.31	-2.11	-2.9	DifEct
-0.41	-6.54	-8.41	DifEct
-2.43	-7.52	-5.77	DifEct
-3.15	-7.63	-4.82	DifEct
4.72	2.07	1.46	DifEct
-3.65	-8.02	-9.89	DifEct
2.68	-4.44	-6.01	DifEct
0.81	-4.89	-8.34	DifEct
-1.27	-8.71	-2.92	DifEct
2.43	-0.59	0.36	DifEct
-4.97	-8.29	-10.15	DifEct
4.63	2.09	1.34	DifEct
-3.97	-6.89	-6.61	DifEct
1.35	-6.44	-2.37	DifEct
-2.78	-7.18	-9.05	DifEct
-5.53	-8.01	-9.88	DifEct
-2.02	-5.39	-7.26	DifEct
6.28	0.99	1.61	DifEct
1.76	-2.15	-0.7	DifEct
-4.77	-7.62	-9.48	DifEct
-3.09	-5.81	-9.41	DifEct
-3.23	-7.94	-7.07	DifEct
1.44	-2.47	-4.07	DifEct
-2.01	-6.8	-8.81	DifEct
-5.1	-7.58	-9.45	DifEct
-3.2	-6.88	-8.74	DifEct
-0.46	-3.91	-2.07	DifEct
-2.61	-7.28	-9.3	DifEct
-1.72	-6.58	-8.45	DifEct
0.86	-3.91	-0.49	DifEct
0.53	-2.85	-7.3	DifEct
-3.95	-7.43	-9.3	DifEct
