GE	layer
3.09	Mes
6.98	Mes
6.1	Mes
1.89	Mes
11.9	Mes
2.12	Mes
4.8	Mes
7.46	Mes
8.46	Mes
5.12	Mes
6.99	Mes
10.55	Mes
2.15	Mes
6.76	Mes
5.03	Mes
5.84	Mes
6.7	Mes
7.14	Mes
9.3	Mes
7.81	Mes
3.69	Mes
3.18	Mes
5.48	Mes
4.15	Mes
4.72	Mes
4.09	Mes
3.35	Mes
9.03	Mes
10.22	Mes
7.22	Mes
7.33	Mes
7.59	Mes
3.78	Mes
5.91	Mes
7.04	Mes
7.14	Mes
3.85	Mes
11.23	Mes
6.63	Mes
3.86	Mes
5.19	Mes
7.32	Mes
4.87	Mes
6.96	Mes
3.48	Mes
6.29	Mes
9.2	Mes
7.43	Mes
10.11	Mes
6.95	Mes
5.79	Mes
7.84	Mes
2.57	Mes
2.4	Mes
8.27	Mes
4.8	Mes
7.94	Mes
3.55	Mes
7.59	Mes
10.12	Mes
5.66	Mes
6.67	Mes
6.08	Mes
8.49	Mes
3.14	Mes
7.05	Mes
6.5	Mes
9.78	Mes
5.63	Mes
5.85	Mes
5.17	Mes
11.82	Mes
7.61	Mes
10.09	Mes
7.88	Mes
2.61	Mes
8.03	Mes
10.6	Mes
5.62	Mes
3.78	Mes
9.63	Mes
5.05	Mes
7.97	Mes
2.37	Mes
8.47	Mes
6.4	Mes
1.91	Mes
6.62	Mes
8.11	Mes
6.57	Mes
10.8	Mes
6.93	Mes
4.6	Mes
6.27	Mes
4.93	Mes
4.46	Mes
3.31	Mes
5.53	Mes
5.11	Mes
5.74	Mes
3.87	Mes
4.51	Mes
6.98	Mes
2.56	Mes
4.44	Mes
3.79	Mes
6.32	Mes
9.06	Mes
8.17	Mes
3.05	Mes
5.83	Mes
4.71	Mes
7.43	Mes
5.51	Mes
6.73	Mes
4.51	Mes
6.43	Mes
5.91	Mes
3.66	Mes
6.83	Mes
3.57	Mes
4.37	Mes
8.77	Mes
7.67	Mes
7.69	Mes
3.85	Mes
6.85	Mes
9.68	Mes
2.68	Mes
7.37	Mes
5.15	Mes
2.03	Mes
5.92	Mes
8.44	Mes
6.41	Mes
4.8	Mes
7.12	Mes
5.12	Mes
4.96	Mes
7.98	Mes
7.61	Mes
9.88	Mes
4.51	Mes
8.9	Mes
5.1	Mes
3.35	Mes
6.82	Mes
8.31	Mes
5.45	Mes
6.61	Mes
5.47	Mes
6.81	Mes
7.68	Mes
5.49	Mes
3.76	Mes
9.01	Mes
4.13	Mes
7.27	Mes
6.95	Mes
10.24	Mes
5.62	Mes
7.05	Mes
-7.96	Mes
5.35	Mes
8.09	Mes
7.84	Mes
5.01	Mes
3.59	Mes
4.46	Mes
5.43	Mes
3.46	Mes
7.72	Mes
9.13	Mes
10.02	Mes
11.53	Mes
4.65	Mes
7.41	Mes
10.13	Mes
4.94	Mes
2.2	Mes
10.1	Mes
7.85	Mes
10.23	Mes
9.17	Mes
2.8	Mes
7.31	Mes
2.93	Mes
6.91	Mes
8.43	Mes
3.74	Mes
6.89	Mes
8.88	Mes
7.67	Mes
9.33	Mes
5.32	Mes
3.3	Mes
3.51	Mes
9.2	Mes
10	Mes
4.39	Mes
7.94	Mes
5.38	Mes
7.12	Mes
4.13	Mes
9.37	Mes
6.68	Mes
6.33	Mes
6.76	Mes
6.86	Mes
2.62	Mes
6.73	Mes
6.97	Mes
1.78	Mes
4.63	Mes
4.83	Mes
5.67	Mes
4.87	Mes
6.3	Mes
4.35	Mes
10.04	Mes
4.57	Mes
4.53	Mes
7.31	Mes
6.84	Mes
6.52	Mes
9.48	Mes
8.67	Mes
4.2	Mes
5.7	Mes
8.39	Mes
8.01	Mes
6.59	Mes
8.13	Mes
6.62	Mes
5.17	Mes
5.81	Mes
4.71	Mes
4.94	Mes
4.19	Mes
5.5	Mes
8.9	Mes
6.53	Mes
6.62	Mes
3.65	Mes
8.15	Mes
5.93	Mes
8.71	Mes
7.14	Mes
8.27	Mes
6.73	Mes
9.54	Mes
10.87	Mes
4.74	Mes
7.33	Mes
8.5	Mes
4.17	Mes
3.73	Mes
6.06	Mes
5.37	Mes
8.27	Mes
4.59	Mes
3.25	Mes
9.36	Mes
4.61	Mes
6.6	Mes
5.23	Mes
8.08	Mes
8.02	Mes
8.85	Mes
6.67	Mes
4.78	Mes
6.31	Mes
8.62	Mes
7.69	Mes
4.34	Mes
4.78	Mes
6.41	Mes
7.53	Mes
5.95	Mes
5.16	Mes
8.91	Mes
9.17	Mes
6.35	Mes
6.16	Mes
8.28	Mes
4.11	Mes
4.09	Mes
5.95	Mes
4.44	Mes
8.51	Mes
8.56	Mes
6.38	Mes
4.15	Mes
7.78	Mes
8.24	Mes
4.32	Mes
5.84	Mes
2.99	Mes
6.52	Mes
2.11	Mes
7.63	Mes
4.92	Mes
8.75	Mes
6.19	Mes
5.98	Mes
7.76	Mes
8.96	Mes
10.16	Mes
5.27	Mes
2.77	Mes
6.37	Mes
7.39	Mes
5.43	Mes
4.34	Mes
6.84	Mes
3.73	Mes
4.31	Mes
9.12	Mes
3.38	Mes
5.07	Mes
7.67	Mes
6.49	Mes
4.22	Mes
9.19	Mes
7.57	Mes
8.75	Mes
6.36	Mes
2.63	Mes
6.39	Mes
5.21	Mes
8.75	Mes
7.63	Mes
4.81	Mes
7.14	Mes
4.19	Mes
7.19	Mes
5.7	Mes
7.9	Mes
9.73	Mes
6.61	Mes
3.89	Mes
4.15	Mes
4.29	Mes
9.97	Mes
10.4	Mes
8.54	Mes
8.1	Mes
2.66	Mes
4.53	Mes
5.72	Mes
3.73	Mes
4.44	Mes
6.85	Mes
4.05	Mes
5.49	Mes
4.67	Mes
3.83	Mes
9.72	Mes
5.68	Mes
7.49	Mes
5.34	Mes
8.38	Mes
4.94	Mes
3.78	Mes
9.75	Mes
4.49	Mes
3.29	Mes
4.65	Mes
4.9	Mes
5.53	Mes
7.31	Mes
4.89	Mes
4.86	Mes
8.91	Mes
3.83	Mes
4.32	Mes
4.64	Mes
8.79	Mes
4.23	Mes
4.88	Mes
4.61	Mes
8.51	Mes
9.27	Mes
6.99	Mes
7.41	Mes
6.88	Mes
6.98	Mes
6.3	Mes
7.58	Mes
7.93	Mes
10.21	Mes
7.88	Mes
5.26	Mes
5.16	Mes
5.19	Mes
5.38	Mes
3.95	Mes
3.92	Mes
5.58	Mes
5.49	Mes
5.76	Mes
7.01	Mes
5.9	Mes
6.86	Mes
8.74	Mes
6.9	Mes
8.35	Mes
5.92	Mes
9.99	Mes
6.46	Mes
4.29	Mes
6.44	Mes
8.22	Mes
4.97	Mes
6.95	Mes
4.12	Mes
7.19	Mes
5.37	Mes
8.93	Mes
4.04	Mes
4.99	Mes
8.7	Mes
5.04	Mes
4.08	Mes
7.3	Mes
5.95	Mes
4.21	Mes
5.38	Mes
5.02	Mes
4.23	Mes
5.48	Mes
7.86	Mes
7.5	Mes
4.39	Mes
9.02	Mes
4.62	Mes
8.51	Mes
7.76	Mes
6.45	Mes
8.3	Mes
6.72	Mes
7.76	Mes
3.37	Mes
2.32	Mes
4.42	Mes
8.5	Mes
4.75	Mes
6.75	Mes
5.01	Mes
10.29	Mes
7.73	Mes
5.39	Mes
7.79	Mes
8.95	Mes
6.34	Mes
7.85	Mes
8.14	Mes
4.51	Mes
6.62	Mes
5.4	Mes
5.17	Mes
5.1	Mes
9.16	Mes
5.86	Mes
3.97	Mes
6.01	Mes
5.82	Mes
4.69	Mes
6.66	Mes
4.81	Mes
5.94	Mes
9.19	Mes
6.28	Mes
3.54	Mes
5.77	Mes
4.65	Mes
5.99	Mes
2.47	Mes
6.23	Mes
5.67	Mes
6.6	Mes
5.65	Mes
6.42	Mes
4.08	Mes
6.07	Mes
5.51	Mes
6.05	Mes
4.21	Mes
6.32	Mes
2.08	Mes
4.71	Mes
6.93	Mes
6.53	Mes
5.32	Mes
5.3	Mes
7.84	Mes
8.81	Mes
9.45	Mes
7.4	Mes
4.35	Mes
8.11	Mes
4.79	Mes
5.99	Mes
2.54	Mes
9.2	Mes
3.97	Mes
9.43	Mes
6.02	Mes
4.78	Mes
8.39	Mes
3.43	Mes
2.48	Mes
2.47	Mes
6.28	Mes
7.44	Mes
4.27	Mes
7.99	Mes
4.58	Mes
7.67	Mes
7	Mes
4.73	Mes
6.16	Mes
5.4	Mes
9.26	Mes
7.56	Mes
3.82	Mes
4.32	Mes
6.5	Mes
9.03	Mes
6.15	Mes
5.14	Mes
4.99	Mes
3.06	Mes
4.06	Mes
9.88	Mes
10.8	Mes
1.78	Mes
5.48	Mes
6.09	Mes
7.15	Mes
4.31	Mes
6.32	Mes
9.92	Mes
5.13	Mes
4.27	Mes
7.75	Mes
4.74	Mes
7.48	Mes
5.73	Mes
7.5	Mes
3.99	Mes
5.04	Mes
4.44	Mes
8.34	Mes
5.65	Mes
9.54	Mes
7.61	Mes
5.57	Mes
7.74	Mes
8.97	Mes
5.82	Mes
6.04	Mes
5.1	Mes
4.28	Mes
10.13	Mes
7.75	Mes
7.84	Mes
4.56	Mes
7.14	Mes
6.05	Mes
6.52	Mes
8.88	Mes
5.57	Mes
6.15	Mes
6.05	Mes
9.05	Mes
9.78	Mes
9.66	Mes
6.48	Mes
7.73	Mes
5.56	Mes
9.29	Mes
5.88	Mes
4.43	Mes
5.46	Mes
5.49	Mes
8.99	Mes
4.72	Mes
7.94	Mes
4.89	Mes
6.07	Mes
10.76	Mes
7.32	Mes
6.04	Mes
6.51	Mes
10.07	Mes
9.53	Mes
9.13	Mes
4.87	Mes
3.82	Mes
4.34	Mes
3.63	Mes
4.73	Mes
2.79	Mes
5.61	Mes
8.41	Mes
4.23	Mes
2.55	Mes
6.92	Mes
6.32	Mes
10.05	Mes
3.21	Mes
5.62	Mes
4.61	Mes
8.42	Mes
8.51	Mes
5.54	Mes
4.34	Mes
7.29	Mes
7.66	Mes
7.58	Mes
7.3	Mes
7.6	Mes
5.14	Mes
