GE	layer
-6.25	Mes
-4.52	Mes
-10.13	Mes
-4.27	Mes
-6.71	Mes
-4.13	Mes
-10.29	Mes
-8.38	Mes
-2.41	Mes
-4.79	Mes
-4.23	Mes
-8.18	Mes
-2.25	Mes
-0.39	Mes
-8.52	Mes
6	Mes
-7.75	Mes
-9.1	Mes
-4.52	Mes
-4.26	Mes
-8.44	Mes
-3	Mes
-3.17	Mes
-7.58	Mes
-4.06	Mes
-4.66	Mes
-8.89	Mes
-6.61	Mes
-7.09	Mes
-9.28	Mes
-6.1	Mes
-4	Mes
-7.37	Mes
-8.79	Mes
-5.22	Mes
-4.66	Mes
-2.89	Mes
-10.24	Mes
-8.76	Mes
-8.42	Mes
-7.59	Mes
-2.53	Mes
-7.9	Mes
-9.55	Mes
-9.35	Mes
-9.87	Mes
1.92	Mes
-0.85	Mes
-5.51	Mes
-8.7	Mes
-2.9	Mes
0.42	Mes
-8.68	Mes
-8.5	Mes
-5.77	Mes
-3.53	Mes
-2.94	Mes
-5.38	Mes
-8.17	Mes
-4.96	Mes
-5.02	Mes
-8.96	Mes
-9.24	Mes
-9.33	Mes
-9.92	Mes
-6.43	Mes
-3.48	Mes
-7.33	Mes
-8.81	Mes
-6.93	Mes
-0.95	Mes
-9.34	Mes
-9.05	Mes
-3.16	Mes
-0.41	Mes
-10.07	Mes
-9.17	Mes
-7.24	Mes
-4.66	Mes
-9.51	Mes
-7.94	Mes
-8.65	Mes
-8.32	Mes
-8.47	Mes
-9.87	Mes
-3.1	Mes
-10.03	Mes
-5.16	Mes
-6.6	Mes
-9.05	Mes
0.48	Mes
-4.82	Mes
-1.38	Mes
-8.9	Mes
-1.69	Mes
-5.29	Mes
-3.23	Mes
-7.81	Mes
-3.86	Mes
2.44	Mes
-8.56	Mes
-5.23	Mes
-4.86	Mes
-1.89	Mes
-3.86	Mes
-9.2	Mes
-8.39	Mes
-9.58	Mes
-9.02	Mes
-8	Mes
-1.57	Mes
-3.86	Mes
-6.65	Mes
-4.58	Mes
-2.1	Mes
-4.43	Mes
-0.52	Mes
-8.01	Mes
-9.13	Mes
-7.85	Mes
-6.46	Mes
-1.99	Mes
-4.44	Mes
1.04	Mes
-3.56	Mes
-2.57	Mes
-8.32	Mes
-4.96	Mes
-9.25	Mes
-7.9	Mes
-8.82	Mes
-9.92	Mes
-6.54	Mes
-4.05	Mes
-6.67	Mes
-2.86	Mes
-10.35	Mes
-5.75	Mes
-6.33	Mes
-9.78	Mes
-8.65	Mes
-6.93	Mes
-9.49	Mes
-8.61	Mes
-7.41	Mes
-5.3	Mes
-4.64	Mes
0.34	Mes
-4.4	Mes
-4.64	Mes
-9.51	Mes
-1.73	Mes
-8.17	Mes
-5.1	Mes
-8.06	Mes
-7.38	Mes
-3.74	Mes
-8.04	Mes
-3.44	Mes
-2.77	Mes
-4.54	Mes
-8.17	Mes
-6.31	Mes
-1.74	Mes
-8.67	Mes
-9.48	Mes
-5.61	Mes
-9.88	Mes
-1.89	Mes
-4.62	Mes
-1.11	Mes
-6.11	Mes
-9.31	Mes
-5.15	Mes
-9.27	Mes
-9.1	Mes
-4	Mes
-7.44	Mes
-8.28	Mes
-9.56	Mes
-9.02	Mes
-3.64	Mes
-7.96	Mes
-7.5	Mes
-1.41	Mes
-9.7	Mes
-7.71	Mes
-6.73	Mes
0.18	Mes
-6.54	Mes
-2.56	Mes
-9.05	Mes
-7.73	Mes
-2.63	Mes
-8.39	Mes
-9.38	Mes
-1.4	Mes
-9.6	Mes
-5.07	Mes
-7.68	Mes
-0.9	Mes
-4.28	Mes
-8.41	Mes
-1.83	Mes
-2.53	Mes
-7.07	Mes
-5.41	Mes
-8.12	Mes
-7.75	Mes
-8.58	Mes
-5.87	Mes
-7.21	Mes
-10	Mes
-4.31	Mes
-10.01	Mes
-8.8	Mes
-4.99	Mes
-1.53	Mes
-3.51	Mes
-3.6	Mes
-1.47	Mes
-7.34	Mes
-5.97	Mes
-2.41	Mes
-8.97	Mes
-4.09	Mes
-8.87	Mes
-6.52	Mes
-8.05	Mes
-8.53	Mes
-9.81	Mes
-7.35	Mes
-3.25	Mes
-4.83	Mes
-8.58	Mes
-2.92	Mes
-0.79	Mes
-6.94	Mes
-6.61	Mes
-10.18	Mes
-8.4	Mes
-8.82	Mes
-8.81	Mes
-9.53	Mes
-8.59	Mes
-3.16	Mes
-8.16	Mes
-3.16	Mes
-3.48	Mes
-2.33	Mes
-2.31	Mes
-8.07	Mes
-8.61	Mes
-4.08	Mes
-6.32	Mes
-8.58	Mes
-6.04	Mes
-2.75	Mes
-2.54	Mes
-10.51	Mes
-2.78	Mes
-6.4	Mes
-8.19	Mes
-7.89	Mes
-1.68	Mes
-5.89	Mes
-8.36	Mes
-9.26	Mes
-5.1	Mes
-4.56	Mes
-8.49	Mes
-7.35	Mes
-8.82	Mes
-8.97	Mes
-5.82	Mes
-4.62	Mes
-9.99	Mes
-5.45	Mes
-5.41	Mes
0.16	Mes
0.36	Mes
-8.16	Mes
-0.69	Mes
-2.46	Mes
-4.89	Mes
-5.46	Mes
-6.37	Mes
-11.07	Mes
-8.81	Mes
-8.66	Mes
-8.84	Mes
-10.3	Mes
-7.5	Mes
-9.06	Mes
-2.24	Mes
-9.94	Mes
-9.6	Mes
-8.76	Mes
-4.86	Mes
-8.92	Mes
-4.31	Mes
-7.47	Mes
-10.98	Mes
-6.65	Mes
-8.59	Mes
-1.75	Mes
-5.08	Mes
0.53	Mes
-0.75	Mes
-2.78	Mes
-5	Mes
-8.83	Mes
-0.52	Mes
-9.06	Mes
-4.68	Mes
-4.9	Mes
-0.39	Mes
-9.73	Mes
-7.74	Mes
-6.93	Mes
-7.26	Mes
-5.36	Mes
-8.86	Mes
-9.64	Mes
-9.71	Mes
0.86	Mes
-2.04	Mes
-8.73	Mes
-5.91	Mes
-9.13	Mes
-8.17	Mes
-8.52	Mes
-7.82	Mes
-4.7	Mes
-9.78	Mes
-9.36	Mes
-2.43	Mes
-10.1	Mes
-0.49	Mes
-7.18	Mes
-9.14	Mes
-10.27	Mes
-4.91	Mes
-8.12	Mes
-3.73	Mes
-10.41	Mes
-5.93	Mes
-8.51	Mes
-6.33	Mes
-5.5	Mes
0.36	Mes
-2.11	Mes
-2.59	Mes
-0.52	Mes
-6.54	Mes
-7.61	Mes
-6.44	Mes
-3.65	Mes
-9.44	Mes
-2.01	Mes
-7.02	Mes
-8.51	Mes
-2.52	Mes
-4.85	Mes
-10.46	Mes
0.25	Mes
-6.48	Mes
-9.38	Mes
-8.74	Mes
-9.04	Mes
-9.56	Mes
-7.35	Mes
-8.64	Mes
-2.5	Mes
-9.96	Mes
-10.67	Mes
-4.71	Mes
-7.54	Mes
-4.88	Mes
-9.46	Mes
-6.57	Mes
-9.45	Mes
-8.65	Mes
-1.72	Mes
-8.08	Mes
-7.76	Mes
-3.68	Mes
-9.9	Mes
-5.78	Mes
2.14	Mes
-7.27	Mes
-8.49	Mes
-1.18	Mes
-10.31	Mes
-2.79	Mes
-6.34	Mes
-4.88	Mes
-9.42	Mes
-10.5	Mes
-10.41	Mes
-1.63	Mes
-8.08	Mes
-6.25	Mes
-3.21	Mes
-2.16	Mes
-4.79	Mes
-9.39	Mes
-2.59	Mes
-5.98	Mes
-1.95	Mes
-5.31	Mes
-9.3	Mes
-8.55	Mes
-9.72	Mes
-3.47	Mes
-4.29	Mes
-8.96	Mes
-6.61	Mes
-9.92	Mes
-9.36	Mes
-8.36	Mes
-7.69	Mes
-7.78	Mes
-8.82	Mes
-6.12	Mes
-10.12	Mes
-9.45	Mes
-4.73	Mes
-9.51	Mes
-5.68	Mes
-2.56	Mes
-7.51	Mes
-9.88	Mes
-10.02	Mes
-9.82	Mes
-10.1	Mes
-9.04	Mes
-4.85	Mes
-9.16	Mes
-9.18	Mes
-7.98	Mes
-8.62	Mes
-3.8	Mes
-9.42	Mes
-9.62	Mes
-7.51	Mes
-8.77	Mes
-1.89	Mes
-2.12	Mes
-5.1	Mes
-8.95	Mes
-9.91	Mes
-10	Mes
-9.78	Mes
-9.36	Mes
-5.8	Mes
-2.6	Mes
-8.13	Mes
-0.79	Mes
-5.4	Mes
-4.84	Mes
-3.28	Mes
-2.39	Mes
-10.12	Mes
-3.49	Mes
-8.2	Mes
-7.62	Mes
-1.86	Mes
-8.77	Mes
-10.71	Mes
-9.08	Mes
-8.9	Mes
-4.35	Mes
-9.51	Mes
-8.5	Mes
-6.72	Mes
-7.81	Mes
-9.66	Mes
-7.38	Mes
-3.84	Mes
-9.39	Mes
-5.97	Mes
-3.33	Mes
-5.73	Mes
-7.61	Mes
-8.9	Mes
-8.75	Mes
-10.29	Mes
-6.93	Mes
-7.33	Mes
-4.97	Mes
-6.51	Mes
-4.74	Mes
-2.52	Mes
-4.11	Mes
-9.77	Mes
-9.04	Mes
-0.35	Mes
-6.75	Mes
-11.24	Mes
-9.2	Mes
-2.67	Mes
-9.7	Mes
-9.79	Mes
-3.98	Mes
-8.68	Mes
-0.75	Mes
-3.23	Mes
-4.56	Mes
-10.05	Mes
-9.33	Mes
0.1	Mes
-4.02	Mes
-6.09	Mes
-7.94	Mes
-8.23	Mes
-5.38	Mes
-7.85	Mes
-11.28	Mes
-2.41	Mes
-4.05	Mes
-2.69	Mes
-7.8	Mes
-9.58	Mes
-5.09	Mes
-8.71	Mes
-2.49	Mes
-3.54	Mes
-3.74	Mes
-9.68	Mes
-2.9	Mes
-6.79	Mes
-8.93	Mes
-4.68	Mes
-4.51	Mes
-7.4	Mes
-9.33	Mes
-6.58	Mes
-3.41	Mes
-5.34	Mes
-2.85	Mes
-9.39	Mes
-9.21	Mes
-6.72	Mes
-4.81	Mes
-9.7	Mes
-6.96	Mes
-4.93	Mes
-10.22	Mes
-5.09	Mes
-4.73	Mes
-6.05	Mes
-9.35	Mes
-9.66	Mes
-10.85	Mes
-9.31	Mes
-7.98	Mes
-6.39	Mes
-10.13	Mes
-5.56	Mes
-3.17	Mes
-4.02	Mes
-0.47	Mes
-7.86	Mes
-0.1	Mes
-8.39	Mes
-6.85	Mes
1.05	Mes
-1.91	Mes
-5.88	Mes
-3.77	Mes
-1.11	Mes
-2.25	Mes
-8.55	Mes
-6.42	Mes
-9.11	Mes
-8.58	Mes
-8.99	Mes
-6.63	Mes
-9.58	Mes
-9.19	Mes
-8.95	Mes
-0.19	Mes
-7.78	Mes
-5.97	Mes
-3.71	Mes
-6.1	Mes
-6.02	Mes
-3.76	Mes
-1.35	Mes
-5.77	Mes
-8.21	Mes
-0.89	Mes
-3.04	Mes
-7.37	Mes
-3.43	Mes
-4.54	Mes
-8.69	Mes
-9.63	Mes
-7.95	Mes
-8.19	Mes
-5.4	Mes
-1.18	Mes
-7.03	Mes
-10	Mes
-5.45	Mes
-3.16	Mes
-3.39	Mes
-5.87	Mes
-7.96	Mes
-9.86	Mes
-7.71	Mes
-9.65	Mes
-3.7	Mes
1.84	Mes
-3.57	Mes
-9.34	Mes
-5.68	Mes
-8.51	Mes
-8.18	Mes
-9.23	Mes
-3.35	Mes
-10.47	Mes
-5.95	Mes
-9.38	Mes
-7.8	Mes
-8.82	Mes
-0.88	Mes
-8.22	Mes
-5.01	Mes
-6.7	Mes
-8.71	Mes
-7.62	Mes
-7.36	Mes
-5.81	Mes
-2.92	Mes
-6.87	Mes
-8.13	Mes
-5.85	Mes
-5.64	Mes
-7.92	Mes
-5.51	Mes
-7.35	Mes
0.19	Mes
-8.32	Mes
-7.38	Mes
-4.5	Mes
-10.25	Mes
-5.8	Mes
-8.45	Mes
-6.33	Mes
-4.49	Mes
-9.6	Mes
-6.41	Mes
-9.39	Mes
-5.75	Mes
-5.32	Mes
-8.09	Mes
-8.4	Mes
-9.37	Mes
-9.6	Mes
-8.98	Mes
-9.62	Mes
-3.81	Mes
-8.21	Mes
-9.8	Mes
-5.97	Mes
-8.75	Mes
-3.95	Mes
-9.3	Mes
-1.82	Mes
-8.61	Mes
-4.52	Mes
-8.01	Mes
-9.19	Mes
-7.53	Mes
-7.67	Mes
-7.67	Mes
-8.95	Mes
-8.87	Mes
-5.57	Mes
-2.66	Mes
-3.3	Mes
-4.14	Mes
-8.86	Mes
-8.17	Mes
-5.99	Mes
-2.62	Mes
-5.68	Mes
-4.9	Mes
-8.44	Mes
-8.49	Mes
-9.61	Mes
-6.45	Mes
-7.31	Mes
-9.31	Mes
-7.95	Mes
-9.22	Mes
-6.3	Mes
-8.53	Mes
-5.89	Mes
-1.21	Mes
3.47	Mes
-2.09	Mes
-2.9	Mes
-8.41	Mes
-5.77	Mes
-4.82	Mes
1.46	Mes
-9.89	Mes
-6.01	Mes
-8.34	Mes
-2.92	Mes
0.36	Mes
-10.15	Mes
1.34	Mes
-6.61	Mes
-2.37	Mes
-9.05	Mes
-9.88	Mes
-7.26	Mes
1.61	Mes
-0.7	Mes
-9.48	Mes
-9.41	Mes
-7.07	Mes
-4.07	Mes
-8.81	Mes
-9.45	Mes
-8.74	Mes
-2.07	Mes
-9.3	Mes
-8.45	Mes
-0.49	Mes
-7.3	Mes
-9.3	Mes
