GE	layer
-1.8	End
-7.59	End
-7.65	End
-7.11	End
-5.92	End
-3.15	End
-7.44	End
-5.69	End
-6.56	End
-7.25	End
-8.89	End
-7.02	End
-2.27	End
-8.02	End
-5.28	End
-2.64	End
-5.26	End
-6.51	End
-6.6	End
-1.41	End
-6.67	End
-3.28	Mes
-5.38	Mes
-4.71	Mes
-2.22	Mes
0.51	Mes
-3.38	Mes
-2.28	Mes
-4.39	Mes
-3.96	Mes
-4.82	Mes
-3.36	Mes
-5.46	Mes
-0.51	Mes
0.46	Mes
-4.93	Mes
-2.5	Mes
1.19	Mes
6.05	Mes
-3.57	Mes
-2.46	Mes
-4.7	Mes
-3.47	Mes
-1.85	Mes
-1.54	Mes
-2.93	Mes
-4.25	Mes
-2.79	Mes
0.17	Mes
1.53	Mes
-3.62	Mes
-6.57	Mes
-0.97	Mes
-3.17	Mes
-3.55	Mes
-3.91	Mes
3.08	Mes
0.15	Mes
-3.69	Mes
-5.36	Mes
-5.12	Mes
-4.75	Mes
-5.36	Mes
-1.56	Mes
-3.68	Mes
-6.08	Mes
-2.43	Mes
-2.64	Mes
1.93	Mes
-2.73	Mes
-3.52	Mes
-1.17	Mes
-3.51	Mes
-2.6	Mes
-2.11	Mes
6.34	Mes
8.92	Mes
-3.11	Mes
-3.5	Mes
-2.66	Mes
-3.77	Mes
0.01	Mes
-1.85	Mes
-5.02	Mes
-2.33	Mes
1.15	Mes
-3.36	Mes
-2.14	Mes
-3.86	Mes
-5.87	Mes
-1.09	Mes
-2.41	Mes
-3.25	Mes
-4.07	Mes
-0.27	Mes
2.52	Mes
-0.82	Mes
-3.06	Mes
-2.72	Mes
2.56	Mes
-3.08	Mes
-5.09	Mes
-0.97	Mes
-0.29	Mes
-1.96	Mes
-1.71	Mes
-0.73	Mes
-3.52	Mes
-1.38	Mes
-2.04	Mes
-1.7	Mes
-1.15	Mes
-3.44	Mes
-6.03	Mes
1.25	Mes
-7.35	Mes
-4.03	Mes
1.82	Mes
-6.09	Mes
3.59	Mes
3.02	Mes
-3.69	Mes
-2.67	Mes
-0.04	Mes
-4.96	Mes
2.39	Mes
-0.8	Mes
-3.78	Mes
-0.16	Mes
-2.55	Mes
-1.71	Mes
-0.48	Mes
-2.83	Mes
-1.72	Mes
1.63	Mes
-1.44	Mes
-1.08	Mes
-2.85	Mes
3	Mes
-3.5	Mes
-2.96	Mes
-2.75	Mes
5.89	Mes
-1.63	Mes
-4.2	Mes
-3.28	Mes
1.6	Mes
1.02	Mes
0.44	Mes
-3.6	Mes
0.16	Mes
-2.14	Mes
0.81	Mes
-5.21	Mes
4.06	Mes
-3.25	Mes
5.95	Mes
-4.36	Mes
-2.27	Mes
-2	Mes
1.76	Mes
0.64	Mes
-3.42	Mes
3.67	Mes
2.02	Mes
-5.66	Mes
-4.4	Mes
-1.91	Mes
0.36	Mes
-0.75	Mes
-4.73	Mes
-2.36	Mes
-2.72	Mes
-4.62	Mes
-4.2	Mes
-4.52	Mes
-1.27	Mes
-2.4	Mes
-1.13	Mes
0.65	Mes
-0.89	Mes
0.37	Mes
3.05	Mes
-4.87	Mes
3.18	Mes
-3.72	Mes
3	Mes
-5.31	Mes
-1.16	Mes
-1.4	Mes
-3.2	Mes
-1.9	Mes
-0.48	Mes
-4.48	Mes
-2.9	Mes
-3.17	Mes
-0.82	Mes
0.6	Mes
-3.93	Mes
-4.34	Mes
4.35	Mes
-0.42	Mes
-5.34	Mes
-5.19	Mes
-4.65	Mes
-0.32	Mes
-2.84	Mes
-3.14	Mes
-2.37	Mes
-3.1	Mes
-1.47	Mes
-4.84	Mes
-1.92	Mes
-1.26	Mes
-3.91	Mes
-3.47	Mes
-2.93	Mes
-3.12	Mes
-1.09	Mes
-4.31	Mes
0.92	Mes
-0.19	Mes
-2.12	Mes
-5.1	Mes
-2.65	Mes
-3	Mes
-2.27	Mes
-2.47	Mes
-0.89	Mes
-3.07	Mes
0.94	Mes
0.11	Mes
-2.22	Mes
-2.59	Mes
-4.95	Mes
2.75	Mes
-2.35	Mes
-2.7	Mes
-2.23	Mes
-1.16	Mes
-2.91	Mes
-5.37	Mes
-1.73	Mes
3.67	Mes
-2.76	Mes
-0.32	Mes
-2.68	Mes
-1.99	Mes
-2.75	Mes
-3.77	Mes
-2.3	Mes
-3.35	Mes
-5.12	Mes
0.36	Mes
-5.04	Mes
-3.88	Mes
0.95	Mes
-0.32	Mes
-2.87	Mes
-2.68	Mes
-5.07	Mes
-2.56	Mes
-2.56	Mes
-0.8	Mes
-3.89	Mes
-1.37	Mes
-2.21	Mes
-3.76	Mes
-3.49	Mes
-3.77	Mes
3.69	Mes
2.54	Mes
-3.45	Mes
-2.97	Mes
-3.35	Mes
-3.53	Mes
-2.47	Mes
-3.35	Mes
0.08	Mes
-2.36	Mes
-5.13	Mes
-1.34	Mes
-4.43	Mes
-3.2	Mes
-2.57	Mes
-0.11	Mes
3.47	Mes
-3.55	Mes
-0.09	Mes
-1.59	Mes
-4.21	Mes
-2.9	Mes
-0.08	Mes
-1.53	Mes
-5.13	Mes
1.1	Mes
-0.03	Mes
1.1	Mes
-2.32	Mes
-1.9	Mes
-5.97	Mes
3.15	Mes
-4.9	Mes
-0.79	Mes
-3.85	Mes
-4.68	Mes
4.66	Mes
-2.93	Mes
-1.57	Mes
-4.12	Mes
-1.95	Mes
-0.35	Mes
-4.98	Mes
-3.25	Mes
3.11	Mes
-3.67	Mes
-0.49	Mes
-0.63	Mes
-2.4	Mes
-4.49	Mes
0.04	Mes
-3.99	Mes
-3	Mes
-5.54	Mes
-3.96	Mes
1.16	Mes
-2.19	Mes
-7.53	Mes
-5.01	Mes
-2.68	Mes
-2.2	Mes
3.32	Mes
-2.38	Mes
-4.06	Mes
1.24	Mes
-1.71	Mes
-4.34	Mes
-3.68	Mes
0.55	Mes
-0.57	Mes
-3.78	Mes
-3.63	Mes
1.34	Mes
0	Mes
-4.36	Mes
-3.38	Mes
-4.37	Mes
-2.81	Mes
-1.8	Mes
-2.13	Mes
-3.99	Mes
2.34	Mes
-0.59	Mes
-2.2	Mes
-2.79	Mes
-2.96	Mes
-3.97	Mes
-1.52	Mes
-2.56	Mes
1.08	Mes
-4.22	Mes
-2.89	Mes
-4.29	Mes
-1.49	Mes
-3.48	Mes
-3.99	Mes
-5.13	Mes
-2.39	Mes
1.99	Mes
-2.6	Mes
-4.42	Mes
-4.87	Mes
-4.62	Mes
-2.13	Mes
-3.1	Mes
-3.74	Mes
-1.18	Mes
-2.15	Mes
-3.82	Mes
3.87	Mes
-3.31	Mes
3.22	Mes
-4.38	Mes
-1.6	Mes
-3.06	Mes
-3.61	Mes
-3.81	Mes
-2.77	Mes
-1.98	Mes
-2.38	Mes
-0.45	Mes
-2.09	Mes
7.91	Mes
3.99	Mes
1.02	Mes
0.52	Mes
-3.44	Mes
-4.46	Mes
-0.66	Mes
-4.6	Mes
-4.26	Mes
-1.21	Mes
-1.99	Mes
-2.1	Mes
-3.05	Mes
2.18	Mes
-1.12	Mes
-5.98	Mes
-3.22	Mes
-5.29	Mes
-4.52	Mes
-1.42	Mes
-2.55	Mes
-3.59	Mes
-2.71	Mes
-4.23	Mes
2.43	Mes
-2.64	Mes
1.02	Mes
-3.44	Mes
-3.48	Mes
2.37	Mes
-1.32	Mes
-2.02	Mes
-3.23	Mes
2.15	Mes
10.65	Mes
-4.55	Mes
-2.09	Mes
-3.78	Mes
5.72	Mes
5.56	Mes
-1.67	Mes
-5.88	Mes
0.91	Mes
3.42	Mes
0.03	Mes
0.96	Mes
-1.4	Mes
2.47	Mes
-3.35	Mes
-3.35	Mes
-3.51	Mes
-0.63	Mes
0.36	Mes
-1.87	Mes
-2.95	Mes
-2.33	Mes
-2.35	Mes
-5.41	Mes
-3.17	Mes
-4.17	Mes
-2.46	Mes
0.06	Mes
-1.73	Mes
-3.73	Mes
-1.73	Mes
-1.89	Mes
3.51	Mes
-4.2	Mes
-3.2	Mes
1.86	Mes
-0.18	Mes
-3.03	Mes
2.5	Mes
3.79	Mes
-4.31	Mes
-0.53	Mes
1.6	Mes
-0.76	Mes
-1.75	Mes
1.51	Mes
-0.28	Mes
-4.21	Mes
0.17	Mes
-1.85	Mes
7.2	Mes
-2.55	Mes
1.72	Mes
-3.78	Mes
-1.43	Mes
0.85	Mes
-0.03	Mes
0.4	Mes
1.75	Mes
-1.32	Mes
-2.83	Mes
-0.46	Mes
-3.76	Mes
4.54	Mes
-3.49	Mes
-1.56	Mes
2.46	Mes
-2.26	Mes
-2.55	Mes
-4.83	Mes
-3.35	Mes
-5.83	Mes
-4.4	Mes
5.08	Mes
-0.8	Mes
-1.78	Mes
-4.14	Mes
-1.58	Mes
-4.52	Mes
-4.43	Mes
-3.01	Mes
-2	Mes
-3.21	Mes
-2.67	Mes
-5.15	Mes
5.49	Mes
-0.86	Mes
-0.25	Mes
-2.25	Mes
-2.52	Mes
-0.78	Mes
-0.69	Mes
-3.23	Mes
0.03	Mes
-4.29	Mes
3.54	Mes
-2.52	Mes
-1.64	Mes
-1.63	Mes
-5.63	Mes
-4.61	Mes
-2.25	Mes
-5.43	Mes
-0.68	Mes
-5.73	Mes
-2.2	Mes
-5.37	Mes
0.49	Mes
-4.02	Mes
-2.57	Mes
-3.85	Mes
1.08	Mes
4.1	Mes
2.24	Mes
-1.89	Mes
-0.99	Mes
0.37	Mes
-3.2	Mes
-1.49	Mes
-4.08	Mes
-2.74	Mes
-3.23	Mes
-0.84	Mes
0.32	Mes
8.29	Mes
-5.51	Mes
-2.16	Mes
0.98	Mes
3.46	Mes
-3.6	Mes
-0.31	Mes
-1.75	Mes
-2.72	Mes
-2.26	Mes
-3.8	Mes
-2.25	Mes
-1.01	Mes
-1.56	Mes
-4.81	Mes
-3.23	Mes
-3.05	Mes
3.28	Mes
4.12	Mes
-3.23	Mes
4.57	Mes
-5.05	Mes
3.4	Mes
-2.48	Mes
-2.61	Mes
5.78	Mes
0.02	Mes
-4.26	Mes
-4.06	Mes
-3.83	Mes
0.97	Mes
-6.15	Mes
-3.41	Mes
-0.29	Mes
-3.51	Mes
-1.5	Mes
-1.19	Mes
-2.64	Mes
-2.06	Mes
-4.5	Mes
-3.13	Mes
-4	Mes
3.22	Mes
-1.77	Mes
-3.46	Mes
-0.77	Mes
-3.6	Mes
-0.66	Mes
-3.01	Mes
-5.65	Mes
-1.12	Mes
3.7	Mes
6.09	Mes
-0.7	Mes
-4.49	Mes
-1.87	Mes
-2.14	Mes
-3.23	Mes
-6.11	Mes
4.13	Mes
1.84	Mes
-0.85	Mes
-1.48	Mes
-4.95	Mes
-2.02	Mes
4.78	Mes
-0.93	Mes
-1.96	Mes
-0.56	Mes
-3.14	Mes
-0.84	Mes
-0.45	Mes
-0.28	Mes
-2.42	Mes
0.69	Mes
-2.57	Mes
-2.97	Mes
-3.9	Mes
-2.97	Mes
-2.36	Mes
3	Mes
-1.69	Mes
1.06	Mes
4.8	Mes
-2.45	Mes
-5.5	Mes
1.9	Mes
-4.05	Mes
-1.07	Mes
-2.36	Mes
-4.55	Mes
0.16	Mes
-2.71	Mes
0.69	Mes
-1.06	Mes
-3.56	Mes
-1.37	Mes
-2.08	Mes
0.38	Mes
-3.93	Mes
-4.94	Mes
0.48	Mes
-2.06	Mes
-3.21	Mes
-2.87	Mes
-1.61	Mes
-1.4	Mes
-2.77	Mes
-3.5	Mes
-3.52	Mes
-3.82	Mes
0.02	Mes
-1.19	Mes
0.74	Mes
-4.75	Mes
-4.48	Mes
1.23	Mes
-1.44	Mes
-1.21	Mes
0.69	Mes
-5.88	Mes
-1.94	Mes
-5.35	Mes
-2.39	Mes
-2.68	Mes
-0.51	Mes
1.15	Mes
0.33	Mes
-2.43	Mes
-2.42	Mes
-2.76	Mes
-5.39	Mes
2.83	Mes
2.74	Mes
-2.44	Mes
-0.09	Mes
3.94	Mes
-3.77	Mes
-1.86	Mes
1.12	Mes
5.75	Mes
-1.45	Mes
-0.83	Mes
-4.38	Mes
-0.2	Mes
0.49	Mes
-2.63	Mes
0.87	Mes
2.52	Mes
-1.74	Mes
-3.7	Mes
-2.92	Mes
-2.96	Mes
0.92	Mes
0.3	Mes
-2.32	Mes
2.31	Mes
1.71	Mes
-5.04	Mes
-0.29	Mes
3.53	Mes
-3.46	Mes
-0.22	Mes
-1.4	Mes
-4.85	Mes
-3.36	Mes
-4.66	Mes
3.82	Mes
-5.58	Mes
-0.45	Mes
-2.67	Mes
-4.02	Mes
-1.98	Mes
-2.26	Mes
-2.11	Mes
-0.15	Mes
-4.18	Mes
3.99	Mes
-1.93	Mes
-4	Mes
-1.68	Mes
-4.22	Mes
-1	Mes
4.29	Mes
-0.82	Mes
1.35	Mes
2.2	Mes
3.28	Mes
-0.29	Mes
-1.84	Mes
-3.72	Mes
-3.6	Mes
-0.08	Mes
-5.44	Mes
-4	Mes
-2.68	Mes
-3.24	Mes
-3.81	Mes
-0.92	Mes
3.79	Mes
-5.16	Mes
-2.21	Mes
0.77	Mes
1.48	Mes
-0.76	Mes
-1.31	Mes
-4.26	Mes
-0.55	Mes
-3.23	Mes
-4.09	Mes
0.23	Mes
-5.6	Mes
-3.39	Mes
-1.64	Mes
-6.87	Mes
-1.69	Mes
-0.85	Mes
-2.02	Mes
-2.75	Mes
-1.75	Mes
3.9	Mes
-0.4	Mes
-1.15	Mes
-1.25	Mes
-3.6	Mes
-0.82	Mes
-2.84	Mes
-2.75	Mes
-5.37	Mes
-4.67	Mes
-2.08	Mes
-5.27	Mes
1.06	Mes
1.49	Mes
-3.61	Mes
-4.01	Mes
-2.77	Mes
3.56	Mes
-4.04	Mes
3.13	Mes
0.98	Mes
3.98	Mes
-2.51	Mes
-2.97	Mes
-4.23	Mes
-2.43	Mes
4.47	Mes
0.99	Mes
1.95	Mes
-4.75	Mes
0.16	Mes
-2.1	Mes
-2.53	Mes
-3.24	Mes
-4.15	Mes
-1.12	Mes
-0.08	Mes
-3.47	Mes
-4.1	Mes
0.36	Mes
-3.76	Mes
-0.36	Mes
-2.61	Mes
-4.92	Mes
-5.1	Mes
-2.62	Mes
-0.84	Mes
-1.57	Mes
1.85	Mes
-1.86	Mes
-2.88	Mes
-4.02	Mes
-3.15	Mes
-2.02	Mes
-5.8	Mes
-4.96	Mes
-2.43	Mes
-4.07	Mes
-0.58	Mes
0.45	Mes
-0.47	Mes
-4.58	Mes
1.23	Mes
4.37	Mes
-1.92	Mes
-3.78	Mes
-3.9	Mes
6.34	Mes
2.2	Mes
-5.24	Mes
1.15	Mes
-4.42	Mes
0.61	Mes
-3.27	Mes
0.91	Mes
-2.37	Mes
0.92	Mes
2.02	Mes
2.59	Mes
-4.53	Mes
-2.18	Mes
-2.38	Mes
0.38	Mes
-4.77	Mes
-6.1	Mes
1.75	Mes
-6.22	Mes
-3.11	Mes
-2.41	Mes
-3.3	Mes
-2.43	Mes
0.44	Mes
-0.59	Mes
-3.37	Mes
0.47	Mes
-1.29	Mes
-2.37	Mes
-2.08	Mes
-1.04	Mes
-0.93	Mes
-1.03	Mes
-1.03	Mes
-4.3	Mes
-1.7	Mes
-2.81	Mes
-1.71	Mes
-3.14	Mes
-0.21	Mes
-3.79	Mes
-1.55	Mes
-2.97	Mes
4.89	Mes
-0.82	Mes
1.55	Mes
-2.81	Mes
-0.02	Mes
-1.38	Mes
-2.22	Mes
-3.24	Mes
-2.34	Mes
-2.35	Mes
0.57	Mes
-0.21	Mes
-4.56	Mes
-4.65	Mes
-1.96	Mes
-0.58	Mes
-3.57	Mes
-1.93	Mes
1.34	Mes
-2.89	Mes
-3.42	Mes
-2.03	Mes
3.33	Mes
-2.94	Mes
1.99	Mes
2.49	Mes
-1.15	Mes
-1.5	Mes
-3.73	Mes
0.55	Mes
-3.54	Mes
